Mouse gene name	Gene name
	LINCADL
Faim2	FAIM2
	AL157834.1
	AL157834.4
Rab3a	RAB3A
Lvrn	LVRN
	AL157834.3
	AC092656.1
	PAWRP1
Pcsk6	PCSK6
	ACSM6
Usp53	USP53
	AC005759.1
Pde4c	AC008397.2
	AL157834.2
Pdlim1	PDLIM1
Pde4c	PDE4C
Atraid	ATRAID
1810037I17Rik	C4orf3
Sorbs1	SORBS1
Fabp2	FABP2
	LINC02395
	KLHL2P1
	AC011904.1
	CYP3A52P
	RNU4-33P
	AC110373.1
	OR2AE1
	GTF2IP12
	TRIM4
	AC093752.3
	RNU6-1217P
	AC093752.1
Rnu7	RNU7-48P
Sdhaf4	SDHAF4
	AC136621.1
	CES1P2
	AL583856.2
Gjc3	GJC3
	AL583856.1
	SLC25A6P6
	AC004522.3
	Y_RNA
Gm23338	AC004522.1
Smap1	SMAP1
	CES1P1
Azgp1	AZGP1
	AC093752.2
	MIR6124
	AC079329.1
	AC025300.1
Pde5a	PDE5A
	AC004522.4
	AZGP1P1
	DDX43P1
Arl14epl	ARL14EPL
Parva	PARVA
Ces1c	CES1
Ces1g	CES1
Ces1d	CES1
Ces1b	CES1
Ces1h	CES1
	AC034236.1
Crip1	CRIP1
	AC034236.3
	AC034236.2
	Z98884.1
	AC004522.2
Commd10	COMMD10
	LINC02396
	AC004522.5
Uts2	UTS2
Cad	CAD
Zkscan1	ZKSCAN1
Aqp2	AQP2
	AC025154.2
Tnfrsf9	TNFRSF9
	RNU6-644P
	HMGN2P27
	AC018752.1
	AC025154.1
Aqp5	AQP5
Crip1	AL928654.3
	AC009806.1
	AC107881.1
Sema6a	SEMA6A
	AL354943.1
	AL009183.1
Zscan21	ZSCAN21
	NDUFAB1P1
Aqp6	AQP6
B3gat2	B3GAT2
Tead1	TEAD1
	AL096709.1
	BECN1P2
	U3
	LYPLA1P3
Gm23169	RNU6-411P
Gm23013	RNU6-411P
	AL589935.1
Park7	PARK7
	ZNF3
	AC008397.1
Tedc1	TEDC1
	AL589935.3
Iqcn	IQCN
	AL589935.2
Ogfrl1	OGFRL1
Racgap1	RACGAP1
	AC013549.3
	AC013549.4
	AC013549.2
	AC013549.1
	AL136164.2
	LINC00958
	AL136164.1
	LINC00472
Jund	JUND
	RASSF10-DT
Rassf10	RASSF10
	MIR3188
	RPL39P38
	AC013762.1
	AC022878.1
Lsm4	LSM4
	AC080089.1
	AC080089.2
Mir30c-2	MIR30C2
	AL136164.3
	LINC01365
Mir30a	MIR30A
	LINC01626
	SEMA6A-AS1
	AL035467.2
	Y_RNA
	AL034417.4
	AC097173.1
	AL035467.1
	KRT19P1
	AL034417.3
	RNU4-66P
	RPS14P8
	LINC02502
	SEMA6A-AS2
Errfi1	ERRFI1
	Y_RNA
	AC097173.2
Ces5a	CES5A
	RPS17P2
Mad2l1	MAD2L1
	LINC02214
	AC010267.1
	AC093534.1
	RN7SL513P
	AC093534.2
Rims1	RIMS1
	AL034417.2
	RPL35AP15
	AL034417.1
	AC093295.1
	AL358876.1
Pgpep1	PGPEP1
	LINC00992
	LINC01714
	AC114322.1
	RNU1-7P
	AL358876.2
	LINC02147
Gm22746	RNU6-991P
Slc45a1	SLC45A1
	RPL7L1P4
	LINC02208
	AC073475.1
	Y_RNA
	LTV1P1
	SAR1AP3
Gdf15	GDF15
	AC025741.1
Arntl	ARNTL
Prdm5	PRDM5
	LINC02148
	LINC02216
	MIR3189
	AC114311.1
Lrrc25	LRRC25
	LINC02215
	RNU7-34P
	AC093206.1
Dtwd2	DTWD2
Slc30a3	SLC30A3
Ssbp4	SSBP4
	PTMAP2
	MIR1244-2
	AC008629.1
	RNU6-373P
	AC008629.2
	AC008629.3
Dmxl1	DMXL1
	MIR661
Rere	RERE
Parp10	PARP10
Cops6	COPS6
Dnajc5g	DNAJC5G
	AC023024.1
	AC023024.2
	PCSK6-AS1
	AC090164.2
	AC090164.3
	AC090164.4
	SNRPCP18
	AC090164.1
	RNU6-550P
	SETP12
	LINC02348
Ndnf	NDNF
Tm2d3	TM2D3
Trim54	TRIM54
	AC040168.1
	RN7SKP137
	AC105254.1
	AC105254.2
Tnip3	TNIP3
	AC040168.2
Tmem121	TMEM121
	AC007495.1
Isyna1	ISYNA1
	ATP5MC1P1
Mcm7	MCM7
	ELK2BP
Gnao1	GNAO1
Igha	IGHA2
Ucn	UCN
Ighe	IGHE
	IGHG4
	RNU6-807P
Tarsl2	TARS3
	MIR8071-1
	IGHG2
Gm23197	RNU6-948P
Qrfpr	QRFPR
Qrfprl	QRFPR
	MIR8071-2
	COPDA1
	AC118465.1
	IGHGP
	LAMTOR3P2
	RNU6-701P
	MIR5706
	ELK2AP
Igha	IGHA1
Tnfaip8	TNFAIP8
Mpv17	MPV17
	RERE-AS1
	IGHEP1
Gm25777	AL096855.1
	Y_RNA
	AL096855.2
	AC093816.1
	TUBB4BP5
	RPL7P11
	IGHG1
	RPL7P7
	Y_RNA
Anxa5	ANXA5
	AL357552.1
	AL357552.2
	RN7SL174P
	RPL23AP19
	RNA5SP190
	IGHG3
	AC010335.1
Ell	ELL
	ATP6V1G1P1
	IGHD
Asic1	ASIC1
Hsd17b4	HSD17B4
Ighm	IGHM
	AC027559.1
	MIR4539
	MIR4507
	MIR4538
	MIR4537
	IGHJ6
	IGHJ3P
	IGHJ5
	DNM1P47
	IGHJ4
Grina	GRINA
	GOLGA8VP
	IGHJ3
	IGHJ2P
	DKFZP434H168
	MIR3935
	IGHJ2
	AC009102.4
	RN7SL209P
Olfr1310	OR4F6
	IGHJ1
	AC009102.1
Olfr1309	OR4F15
	AC009102.3
	IGHD7-27
	AC009102.2
	OR4F14P
	AC010335.3
	AC010335.2
	OR4F13P
	IGHJ1P
	AC005387.1
	IGHD1-26
Amfr	AMFR
	OR4F28P
	IGHD6-25
	WBP1LP5
	IGHD5-24
	AC140725.2
	IGHD4-23
Olfr1289	OR4F4
Olfr1291-ps1	OR4F4
Olfr1293-ps	OR4F4
	IGHD3-22
	IGHD2-21
Fkbp8	FKBP8
	OR4G2P
	AC246787.2
	OR4G6P
	IGHD1-20
	FAM138E
	AC140725.1
Eno1	ENO1
Eno1b	ENO1
	IGHD6-19
	IGHD5-18
Mir25	MIR25
	MIR93
Mir106b	MIR106B
	MIR1302-10
	IGHD4-17
	WASH3P
	IGHD3-16
	IGHD2-15
Spatc1	SPATC1
	IGHD1-14
Ap4m1	AP4M1
	IGHD6-13
	IGHD5-12
	IGHD4-11
	IGHD3-10
	RN7SKP151
	IGHD3-9
	SMPD5
	IGHD2-8
	IGHD1-7
	IGHD6-6
Oplah	OPLAH
	IGHD5-5
	IGHD4-4
	IGHD3-3
	IGHD2-2
	FAM30A
Btbd10	BTBD10
	AC092140.1
Nudt21	NUDT21
	MIR6859-3
	DDX11L9
	IGHD1-1
	RPS20P15
	IGHV6-1
	IGHVII-1-1
	AC099535.1
	ADAM6
	RNU1-96P
	AC137675.1
	AC246787.1
	IGHV1-2
	Y_RNA
	AC098614.1
	IGHVIII-2-1
	AC098614.2
	IGHV1-3
	KIAA1143P2
	LINC02084
Ighv12-3	IGHV4-4
Ighv3-3	IGHV4-4
Ighv3-6	IGHV4-4
Ighv3-8	IGHV4-4
Ighv3-4	IGHV4-4
Ighv3-1	IGHV4-4
Ighv3-5	IGHV4-4
Ighv9-1	IGHV7-4-1
Ighv9-4	IGHV7-4-1
Ighv9-2	IGHV7-4-1
Ighv9-3	IGHV7-4-1
Smarcd1	SMARCD1
Ighv8-5	IGHV2-5
Ighv8-6	IGHV2-5
Ighv8-11	IGHV2-5
Ighv8-4	IGHV2-5
Ighv8-13	IGHV2-5
Ighv8-2	IGHV2-5
Ighv8-12	IGHV2-5
Ighv8-9	IGHV2-5
Ighv8-8	IGHV2-5
Eomes	EOMES
Ogfod1	OGFOD1
	IGHVIII-5-1
	IGHVIII-5-2
	IGHV3-6
Ighv16-1	IGHV3-7
	IGHV3-64D
	IGHV5-10-1
	IGHV3-11
	IGHVIII-11-1
	TMEM155
	IGHV1-12
	IGHV3-13
	IGHVIII-13-1
	IGHV1-14
Ighv7-2	IGHV3-15
Ighv7-3	IGHV3-15
Ighv7-1	IGHV3-15
Ighv7-4	IGHV3-15
Gm29609	GTF3C2
Gtf3c2	GTF3C2
	IGHVII-15-1
	MIR6846
	AC109322.1
	IGHV3-16
	LINC01980
	IGHVIII-16-1
Exosc4	EXOSC4
	AC021269.3
	IGHV1-17
	AC021269.1
	SLC20A1P2
	IGHV1-18
	AC021269.2
	IGHV3-19
	MIR6847
	AC247036.1
Pth	PTH
	IGHV3-20
Gpaa1	GPAA1
	IGHV3-21
	PP12613
	IGHV3-22
	IGHVII-22-1
Exosc9	EXOSC9
	IGHVIII-22-2
	IGHV3-23
Ighv1-59	IGHV1-24
Ighv1-52	IGHV1-24
Ighv1-23	IGHV1-24
Ighv1-5	IGHV1-24
Ighv1-34	IGHV1-24
Ighv1-62-1	IGHV1-24
Ighv1-15	IGHV1-24
Ighv1-62-3	IGHV1-24
Ighv1-43	IGHV1-24
Ighv14-4	IGHV1-24
Ighv1-55	IGHV1-24
Ighv14-3	IGHV1-24
Ighv1-42	IGHV1-24
Ighv14-1	IGHV1-24
Ighv1-71	IGHV1-24
Ighv1-4	IGHV1-24
Ighv1-22	IGHV1-24
Ighv1-69	IGHV1-24
Ighv1-49	IGHV1-24
Ighv1-72	IGHV1-24
Ighv1-31	IGHV1-24
Ighv1-37	IGHV1-24
Ighv1-74	IGHV1-24
Ighv1-62-2	IGHV1-24
Ighv1-61	IGHV1-24
Ighv1-84	IGHV1-24
Ighv1-36	IGHV1-24
Ighv1-54	IGHV1-24
Ighv1-7	IGHV1-24
Ighv1-77	IGHV1-24
Ighv1-63	IGHV1-24
Ighv1-26	IGHV1-24
Ighv1-58	IGHV1-24
Ighv1-24	IGHV1-24
Ighv1-56	IGHV1-24
Ighv1-81	IGHV1-24
Ighv1-11	IGHV1-24
Ighv1-20	IGHV1-24
Ighv1-80	IGHV1-24
Ighv1-12	IGHV1-24
Ighv14-2	IGHV1-24
Ighv1-85	IGHV1-24
Ighv1-82	IGHV1-24
Ighv1-75	IGHV1-24
Ighv1-47	IGHV1-24
Ighv1-50	IGHV1-24
Ighv1-76	IGHV1-24
Ighv1-18	IGHV1-24
Ighv1-16	IGHV1-24
Ighv15-2	IGHV1-24
Ighv1-53	IGHV1-24
Ighv1-64	IGHV1-24
Ighv1-66	IGHV1-24
Ighv1-9	IGHV1-24
Ighv1-78	IGHV1-24
Ighv1-39	IGHV1-24
Ighv1-19	IGHV1-24
Ighv1-67	IGHV1-24
	HOMER2P2
	LINC00226
	IGHV3-25
	HMGN2P36
	IGHVIII-25-1
Ighv8-5	IGHV2-26
Ighv8-6	IGHV2-26
Ighv8-11	IGHV2-26
Ighv8-4	IGHV2-26
Ighv8-13	IGHV2-26
Ighv8-2	IGHV2-26
Ighv8-12	IGHV2-26
Ighv8-9	IGHV2-26
Ighv8-8	IGHV2-26
	IGHVIII-26-1
	IGHVII-26-2
	AC005387.2
	IGHV7-27
Ighv12-3	IGHV4-28
Ighv3-3	IGHV4-28
Ighv3-6	IGHV4-28
Ighv3-8	IGHV4-28
Ighv3-4	IGHV4-28
Ighv3-1	IGHV4-28
Ighv3-5	IGHV4-28
	IGHVII-28-1
	AC092140.2
Far1	FAR1
	IGHV3-32
Ighv16-1	IGHV3-30
	LINC01981
	IGHVII-30-1
	IGHV3-30-2
Kxd1	KXD1
Bbs2	BBS2
Ighv12-3	IGHV4-31
Ighv3-3	IGHV4-31
Ighv3-6	IGHV4-31
Ighv3-8	IGHV4-31
Ighv3-4	IGHV4-31
Ighv3-1	IGHV4-31
Ighv3-5	IGHV4-31
	IGHVII-30-21
	IGHV3-29
	LINC01967
Ighv16-1	IGHV3-33
	IGHVII-33-1
	IGHV3-33-2
Ighv12-3	IGHV4-34
Ighv3-3	IGHV4-34
Ighv3-6	IGHV4-34
Ighv3-8	IGHV4-34
Ighv3-4	IGHV4-34
Ighv3-1	IGHV4-34
Ighv3-5	IGHV4-34
Gpd1	GPD1
Cmc1	CMC1
	IGHV7-34-1
	IGHV3-35
	IGHV3-36
	IGHV3-37
	IGHV3-38
	IGHVIII-38-1
Ighv12-3	IGHV4-39
Ighv3-3	IGHV4-39
Ighv3-6	IGHV4-39
Ighv3-8	IGHV4-39
Ighv3-4	IGHV4-39
Ighv3-1	IGHV4-39
Ighv3-5	IGHV4-39
	IGHV7-40
	AC244452.1
	IGHVII-40-1
	IGHV3-41
	HOMER2P1
	IGHV3-42
	IGHV3-43
	IGHVII-43-1
	IGHVIII-44
	FAR1-IT1
	AC244452.35
	RPL39P26
	LINC00221
	Y_RNA
	GTF3C2-AS1
	CENPUP1
	AC013828.1
	LINC02548
	IGHVIV-44-1
	IGHVII-44-2
	IGHV1-45
Cox14	COX14
	IGHV1-46
	MIR6728
	ENO1-AS1
	IGHVII-46-1
	AC027779.1
	IGHV3-47
Gm22929	RNU6-304P
	HMGN2P17
	IGHVIII-47-1
	LINC02545
Azi2	AZI2
	AL139415.1
	IGHV3-48
	RNA5SP331
	LINC02683
	AL139415.2
Ighv7-2	IGHV3-49
Ighv7-3	IGHV3-49
Ighv7-1	IGHV3-49
Ighv7-4	IGHV3-49
	AC074032.1
Cyc1	CYC1
	IGHVII-49-1
	IGHV3-50
	AC074117.1
Spon1	SPON1
	IGHV5-51
Ighv16-1	IGHV8-51-1
	IGHVII-51-2
	IGHV3-52
	IGHV3-53
Cers5	CERS5
Car6	CA6
	IGHVII-53-1
	IGHV3-54
	IGHV4-55
	IGHV7-56
	IGHV3-57
Mt4	MT4
	IGHV1-58
Ighv12-3	IGHV4-59
Ighv3-3	IGHV4-59
Ighv3-6	IGHV4-59
Ighv3-8	IGHV4-59
Ighv3-4	IGHV4-59
Ighv3-1	IGHV4-59
Ighv3-5	IGHV4-59
Sharpin	SHARPIN
	AC005253.1
	IGHV3-60
	AC005253.2
	RNA5SP332
	RNA5SP389
	IGHVII-60-1
	SPON1-AS1
Mt3	MT3
Ighv12-3	IGHV4-61
Ighv3-3	IGHV4-61
Ighv3-6	IGHV4-61
Ighv3-8	IGHV4-61
Ighv3-4	IGHV4-61
Ighv3-1	IGHV4-61
Ighv3-5	IGHV4-61
	IGHV3-62
	IGHVII-62-1
	IGHV3-63
	IGHV3-64
Uba52	UBA52
Gm11808	UBA52
	IGHV3-65
	IGHVII-65-1
	IGHV3-66
	MT2A
	IGHV1-67
	SLC20A1P1
	IGHVII-67-1
	IGHVIII-67-2
	IGHVIII-67-3
	IGHVIII-67-4
Rras2	RRAS2
	IGHV1-68
	IGHV1-69
	AC026461.3
Ighv8-5	IGHV2-70D
Ighv8-6	IGHV2-70D
Ighv8-11	IGHV2-70D
Ighv8-4	IGHV2-70D
Ighv8-13	IGHV2-70D
Ighv8-2	IGHV2-70D
Ighv8-12	IGHV2-70D
Ighv8-9	IGHV2-70D
Ighv8-8	IGHV2-70D
	MT1L
	IGHV3-69-1
	RN7SL451P
Ighv1-59	IGHV1-69-2
Ighv1-52	IGHV1-69-2
Ighv1-23	IGHV1-69-2
Ighv1-5	IGHV1-69-2
Ighv1-34	IGHV1-69-2
Ighv1-62-1	IGHV1-69-2
Ighv1-15	IGHV1-69-2
Ighv1-62-3	IGHV1-69-2
Ighv1-43	IGHV1-69-2
Ighv14-4	IGHV1-69-2
Ighv1-55	IGHV1-69-2
Ighv14-3	IGHV1-69-2
Ighv1-42	IGHV1-69-2
Ighv14-1	IGHV1-69-2
Ighv1-71	IGHV1-69-2
Ighv1-4	IGHV1-69-2
Ighv1-22	IGHV1-69-2
Ighv1-69	IGHV1-69-2
Ighv1-49	IGHV1-69-2
Ighv1-72	IGHV1-69-2
Ighv1-31	IGHV1-69-2
Ighv1-37	IGHV1-69-2
Ighv1-74	IGHV1-69-2
Ighv1-62-2	IGHV1-69-2
Ighv1-61	IGHV1-69-2
Ighv1-84	IGHV1-69-2
Ighv1-36	IGHV1-69-2
Ighv1-54	IGHV1-69-2
Ighv1-7	IGHV1-69-2
Ighv1-77	IGHV1-69-2
Ighv1-63	IGHV1-69-2
Ighv1-26	IGHV1-69-2
Ighv1-58	IGHV1-69-2
Ighv1-24	IGHV1-69-2
Ighv1-56	IGHV1-69-2
Ighv1-81	IGHV1-69-2
Ighv1-11	IGHV1-69-2
Ighv1-20	IGHV1-69-2
Ighv1-80	IGHV1-69-2
Ighv1-12	IGHV1-69-2
Ighv14-2	IGHV1-69-2
Ighv1-85	IGHV1-69-2
Ighv1-82	IGHV1-69-2
Ighv1-75	IGHV1-69-2
Ighv1-47	IGHV1-69-2
Ighv1-50	IGHV1-69-2
Ighv1-76	IGHV1-69-2
Ighv1-18	IGHV1-69-2
Ighv1-16	IGHV1-69-2
Ighv15-2	IGHV1-69-2
Ighv1-53	IGHV1-69-2
Ighv1-64	IGHV1-69-2
Ighv1-66	IGHV1-69-2
Ighv1-9	IGHV1-69-2
Ighv1-78	IGHV1-69-2
Ighv1-39	IGHV1-69-2
Ighv1-19	IGHV1-69-2
Ighv1-67	IGHV1-69-2
	MT1E
Slc2a7	SLC2A7
	AC245369.21
	IGHV1-69D
Ighv8-5	IGHV2-70
Ighv8-6	IGHV2-70
Ighv8-11	IGHV2-70
Ighv8-4	IGHV2-70
Ighv8-13	IGHV2-70
Ighv8-2	IGHV2-70
Ighv8-12	IGHV2-70
Ighv8-9	IGHV2-70
Ighv8-8	IGHV2-70
Ccna2	CCNA2
	IGHV3-71
Ighv7-2	IGHV3-72
Ighv7-3	IGHV3-72
Ighv7-1	IGHV3-72
Ighv7-4	IGHV3-72
Taf6	TAF6
Ighv7-2	IGHV3-73
Ighv7-3	IGHV3-73
Ighv7-1	IGHV3-73
Ighv7-4	IGHV3-73
	IGHV3-74
	MT1M
Maf1	MAF1
	IGHVII-74-1
Eif2b4	EIF2B4
	IGHV3-75
	IGHV3-76
	IGHVIII-76-1
	MIR5195
	IGHV5-78
Bbs7	BBS7
	IGHVII-78-1
	IGHV3-79
	IGHV4-80
	MT1JP
Ighv9-1	IGHV7-81
Ighv9-4	IGHV7-81
Ighv9-2	IGHV7-81
Ighv9-3	IGHV7-81
	IGHVIII-82
Zcwpw2	ZCWPW2
Mt1	MT1A
Slc2a5	SLC2A5
	MT1DP
	MT1CP
	AC026461.2
	MT1B
	AC018523.1
	MT1F
Zcwpw2	AC098650.1
	FAM96AP1
	AC093142.1
	WDR97
	MT1G
Lima1	LIMA1
Copb1	COPB1
	MT1H
Crlf1	CRLF1
	AC079341.1
Trpc3	TRPC3
	AL158048.1
	MT1IP
Gpr157	GPR157
Rbms3	RBMS3
Mt2	MT1X
Hgh1	HGH1
	MIR34AHG
Mir34a	MIR34A
	LNCTAM34A
	AC026461.1
	DPPA2P4
Rex1bd	REX1BD
	AC106779.1
	AC010409.1
	FABP5P6
H6pd	H6PD
Fam170a	FAM170A
	TSSK5P
Nup93	NUP93
Mroh1	MROH1
Tmem59l	TMEM59L
Spsb1	SPSB1
	TUBAP15
	AC008550.1
	AC008574.1
Gm26424	RNU6-718P
Gm25565	RNU6-718P
	AC113418.1
	BX323043.1
Prr16	PRR16
	LINC02606
	RNA5SP40
	AL928921.1
	PRELID3BP8
	RNU4-69P
	AC114284.1
Slc25a33	SLC25A33
	AC097533.1
	AC008565.1
	RN7SL335P
	AC113352.1
	AC008568.1
4932438A13Rik	KIAA1109
	AL954705.1
	AC008147.2
	AC010350.1
	AC008147.3
	RN7SL155P
	AC008147.1
Klhl26	KLHL26
Tmem201	TMEM201
	MIR1293
Gm24946	RNU6-1093P
Gm22845	RNU6-1093P
	AC008568.2
	AC008147.4
	RPL23AP44
	AC106806.1
	AC106806.2
	FAM186A
Ftmt	FTMT
Srfbp1	SRFBP1
Crtc1	CRTC1
	RNU7-49P
	AC090058.1
	AC073842.2
	AC018523.2
Cnpy4	CNPY4
Lox	LOX
Larp4	LARP4
Mblac1	MBLAC1
	AC073842.1
	RPS3AP36
	RPL7P60
Aldh18a1	ALDH18A1
Psma1	PSMA1
Lamtor4	LAMTOR4
Snx17	SNX17
	AC010255.1
Zfp474	ZNF474
Comp	COMP
Pik3cd	PIK3CD
1700034E13Rik	AC010255.2
Bop1	BOP1
Tctn3	TCTN3
	ZNF474-AS1
	RBMS3-AS3
	AC113349.2
Map11	MAP11
	MESTP4
	RPS12P5
	RBMS3-AS2
Sncaip	SNCAIP
	MTND4LP9
	RBMS3-AS1
	AC025614.2
Mir138-2	MIR138-2
Gm23927	AC025614.1
Gm25203	AC025614.1
Rnu3a	AC025614.1
Gm24826	AC025614.1
Rnu3a	U3
	LINC01985
Slc12a3	SLC12A3
	AC116035.1
Tgfbr2	TGFBR2
	MIR4658
Gal3st4	GAL3ST4
Entpd1	ENTPD1
	AC096921.1
	AC096921.2
Gadl1	GADL1
Gpc2	GPC2
Gm43720	GPC2
	MIR7112
Scx	SCX
Hsf1	HSF1
	MIR466
	CNN2P6
	RNA5SP127
	H3P11
	THRAP3P1
Zfp513	ZNF513
Upf1	UPF1
Adad1	ADAD1
Stt3b	STT3B
Stag3	STAG3
Ppm1g	PPM1G
	AL035633.1
	FO393414.2
	ENTPD1-AS1
	FO393414.1
	FO393414.3
Pde3b	PDE3B
Kcnq5	KCNQ5
	FTH1P3
Osbpl10	OSBPL10
Il2	IL2
Dgat1	DGAT1
	MIR6863
	RPS24P17
Il21	IL21
Herpud1	HERPUD1
	AL365273.1
	AL365273.2
Nrbp1	NRBP1
	PIK3CD-AS1
Cc2d2b	CC2D2B
	AL691449.1
	PIK3CD-AS2
Cers1	GDF1
Gdf1	GDF1
	MORF4L1P3
	IL21-AS1
	AC053545.1
Cyp2r1	CYP2R1
	CETN4P
	CERS1
Bbs12	BBS12
	AC113349.1
	AC119150.1
	AC021205.2
Clstn1	CLSTN1
	AC119150.2
Fgf2	FGF2
	MGC32805
	AC021205.1
	AC021205.3
	OSBPL10-AS1
	LINC02201
Calcb	CALCB
Nudt6	NUDT6
	AC005197.1
	RPL21P90
	ZNF587P1
	ZNF860
Ccnj	CCNJ
	ARGFXP1
	RPL21P40
Cope	COPE
	CALCP
	AC233992.1
Snx2	SNX2
	AC094019.1
	Y_RNA
	MIR6848
	NIFKP7
Scrt1	SCRT1
	MIR4282
	KNOP1P4
Gpd1l	GPD1L
	PGAM1P10
Calca	CALCA
Spata5	SPATA5
	KCNQ5-AS1
	RBPMS2P1
Khdc1a	AL365232.1
Khdc1b	AL365232.1
Khdc1c	AL365232.1
	MIR3157
	RNU6-271P
	AC021037.1
	KHDC1P1
Slc52a2	SLC52A2
Khdc1a	KHDC1L
Khdc1b	KHDC1L
Khdc1c	KHDC1L
Zfp518a	ZNF518A
Khdc1a	KHDC1
Khdc1b	KHDC1
Khdc1c	KHDC1
Dip2b	DIP2B
	AC094019.2
	RPSAP11
	AC097639.1
	AC026402.1
Cmtm8	CMTM8
	AC026402.2
	CASTOR3
Spry1	SPRY1
	AC019205.1
	MZT1P1
	AC097639.2
	KRT18P15
	AL357140.3
	OR7E41P
Tmem249	TMEM249
Blnk	BLNK
	RPSAP41
	EIF3EP1
	SDCBP2P1
	AC093821.1
Cmtm7	CMTM7
	PAICSP3
Dppa5a	DPPA5
	LINC01091
Gm26487	RNU6-769P
Gm24851	RNU6-238P
Khdc3	KHDC3L
Gm20509	KHDC3L
	Y_RNA
	AC012181.2
Ctnnbip1	CTNNBIP1
	AC013244.1
	AC012181.1
Krtcap3	KRTCAP3
Atf1	ATF1
	CETP
Ooep	OOEP
	AC008669.1
	AC233992.2
	OOEP-AS1
Fbxl6	FBXL6
Snx24	SNX24
	RPL39P3
	RPS6P8
	DDX43
Insc	INSC
Cmtm6	CMTM6
	AC013244.2
	RN7SL519P
Pvrig	PVRIG
Tmprss12	TMPRSS12
	MIR548AY
	AC104306.1
	AC013244.3
Spdye4b	SPDYE3
Spdye4a	SPDYE3
	AL357140.1
	AL357140.4
Mettl7a2	METTL7A
Mettl7a3	METTL7A
Methig1	METTL7A
Mettl7a1	METTL7A
Dync1li1	DYNC1LI1
	AC008121.2
Cgas	CGAS
	LINC02435
	Y_RNA
	PMS2P1
	AC008121.1
Lzic	LZIC
	AC096732.1
Higd1c	HIGD1C
	RPL21P50
	AC093767.1
	AC008121.3
	AC108075.1
	PPIAP76
	AC121154.1
	AC133530.1
	TUBAP10
	TECRP2
Mto1	MTO1
	RN7SL689P
	LINC02516
Ppic	PPIC
	Y_RNA
	STAG3L5P
Adck5	ADCK5
Ankrd50	ANKRD50
Homer3	AC002985.1
	PPIC-AS1
	AL357140.2
	RN7SL711P
Slc11a2	SLC11A2
	AC106786.1
Prdm6	PRDM6
	STAG3L5P-PVRIG2P-PILRB
Ddx49	DDX49
Fat4	FAT4
Nmnat1	NMNAT1
	AC010493.1
	AC104306.2
	IGBP1P3
	RN7SKP269
	TMEM274P
	RPL30P4
	MIR5697
	PILRB
	AL603962.1
Cep120	CEP120
Rbp7	RBP7
Nlrc5	NLRC5
	Y_RNA
	MIR2054
	AC104664.1
	NUP58P1
	TMEM248P1
Cpsf1	CPSF1
	LINC02379
	H3P15
Cnot10	CNOT10
	AC097528.1
	RBM48P1
	Y_RNA
	AC096773.1
	AC093772.1
Ube4b	UBE4B
	AC093772.2
	AC097462.1
	AC097462.2
	AC097462.3
Intu	INTU
	PVRIG2P
	MIR6840
	PILRA
Homer3	HOMER3
	NPM1P25
	AL136181.1
Dntt	DNTT
	KRT8P33
	HMGB3P17
	AC026422.1
Slc25a31	SLC25A31
Csnk1g3	CSNK1G3
	AC104361.1
	LINC02751
	AC073172.1
Hspa4l	HSPA4L
	AL590639.1
	PGAM1P11
Ift172	IFT172
	AC087379.2
Gm25020	RNU6-828P
	AC087379.1
	AC005071.1
	AC009869.1
Opalin	OPALIN
Zcwpw1	ZCWPW1
	LINC02682
Gm25784	RNU6-975P
	RN7SL827P
Eef1a1	EEF1A1
	CNOT10-AS1
	SUGT1P2
	RPL23AP43
Sox6	SOX6
Trim71	TRIM71
Ccr4	CCR4
Mepce	MEPCE
	HOMER3-AS1
	RN7SL70P
Tll2	TLL2
Sugp2	SUGP2
	AC092849.1
	AC093591.3
	AC093591.1
Ppp1r35	PPP1R35
	AC093591.2
	MIR939
	MIR1234
	MIR6849
	AC233992.3
Plk4	PLK4
Glb1	GLB1
Slc39a4	SLC39A4
	PPP1R35-AS1
	C7orf61
Tsc22d4	TSC22D4
	KRT18P16
	LINC01170
	HMGB1P29
Tm9sf3	TM9SF3
	AC016556.1
	AC025465.2
	AC025465.4
	AC025465.3
	AC025465.1
Zfp608	ZNF608
	AC092849.2
Nyap1	NYAP1
	AC069281.1
	RN7SL416P
Agfg2	AGFG2
Vps28	VPS28
Armc6	ARMC6
	AC023825.1
	AC023825.2
	AC009090.2
Cpne2	CPNE2
Gm24962	RNU6-87P
	RNU6-1273P
	RNU6-583P
	MIR6073
	AC103794.1
	AC112196.1
	AKR1B1P3
Kif1b	KIF1B
	AC113398.2
	RN7SL188P
	AC113398.1
	LINC02240
	SEC13P1
1110004F10Rik	C11orf58
	SUMO2P10
Letmd1	LETMD1
	NPM1P26
	IRS3P
Tmppe	TMPPE
Sap25	SAP25
Pik3ap1	PIK3AP1
	AC109464.1
	AC109464.2
	AC109458.2
	AC109458.1
Mfsd8	MFSD8
	RN7SL296P
	HMGB1P22
	AC116362.1
Crtap	CRTAP
	AC069281.2
	RN7SKP117
	AC109471.1
	AC116362.2
	AC010587.2
	AC010587.1
	RPSAP37
Gm20605	LRCH4
Lrch4	LRCH4
	LINC02039
Gramd3	GRAMD2B
	AC112211.1
Susd5	SUSD5
	AC009090.4
	AC009090.5
Plekha7	PLEKHA7
	AC123900.1
	RNA5SP324
	RPS2P36
Gm25666	RNU6-1274P
